Sample,Study,Disease/Tissue,TNF,MS4A1,EGFR,VEGFA,ERBB2,CTLA4,PDCD1,IL6,TNFSF11,PCSK9
TCGA-D3-A3CE-06,TCGA,Skin Cutaneous Melanoma,5.156,7.489,7.986,9.958,10.29,7.665,8.818,6.95,3.169,5.285
GTEX-P4PP-0726-SM-3NM9S,GTEX,Esophagus,3.664,3.855,12.61,10.78,11.24,0.9245,2.675,5.681,1.885,4.175
GTEX-11ONC-2326-SM-5HL6P,GTEX,Nerve,2.011,5.49,12.48,12.88,13.2,6.144,6.204,8.827,0.0,7.514
GTEX-P4QS-1726-SM-3NB1V,GTEX,Nerve,0.0,3.255,12.87,13.09,12.66,4.251,4.452,6.584,0.0,7.024
TCGA-12-5299-01,TCGA,Glioblastoma Multiforme,2.822,0.7436,17.89,14.54,12.06,2.516,3.185,6.802,1.232,1.232
TARGET-50-PAJPAR-01,TARGET,Wilms Tumor,1.606,1.829,11.56,11.18,12.85,2.194,3.35,2.485,3.42,5.66
TCGA-29-1761-01,TCGA,Ovarian Serous Cystadenocarcinoma,7.251,1.68,8.408,12.42,11.32,5.563,5.772,3.183,6.069,9.161
GTEX-NPJ7-2726-SM-2I3FT,GTEX,Brain,3.268,2.155,10.68,9.535,11.17,3.889,1.447,7.367,0.0,3.71
TCGA-33-4587-11,TCGA,Lung Squamous Cell Carcinoma,7.807,8.098,11.25,12.73,11.85,5.757,6.032,10.24,2.657,10.47
GTEX-11OC5-0004-SM-5S2O6,GTEX,Cells,10.87,14.81,3.728,12.51,7.999,0.0,11.21,1.154,9.981,0.0
TCGA-BJ-A0ZJ-01,TCGA,Thyroid Carcinoma,6.02,10.72,11.35,14.13,13.45,6.547,8.611,5.378,4.92,1.873
TCGA-P5-A5EX-01,TCGA,Brain Lower Grade Glioma,6.022,2.017,12.89,13.25,10.97,4.665,4.829,6.366,0.8171,0.0
TCGA-J8-A3O2-06,TCGA,Thyroid Carcinoma,2.499,3.192,12.72,14.05,14.31,4.25,5.165,3.281,4.492,1.113
GTEX-13OVJ-0011-R9b-SM-5L3GD,GTEX,Brain,4.134,2.361,10.28,11.76,9.709,3.887,5.149,9.438,2.361,3.214
TCGA-DJ-A4V2-01,TCGA,Thyroid Carcinoma,3.07,5.504,12.43,12.75,13.83,5.691,5.064,7.438,5.311,2.742
TCGA-HT-8563-01,TCGA,Brain Lower Grade Glioma,6.454,3.219,12.07,11.46,8.795,5.599,6.089,6.598,1.129,1.129
GTEX-ZA64-2226-SM-5Q5A9,GTEX,Artery,0.0,0.0,12.4,9.394,12.61,3.368,2.32,4.391,1.221,1.221
GTEX-XUW1-1726-SM-4BOOZ,GTEX,Pancreas,2.866,2.051,11.59,13.31,12.2,0.0,3.763,3.763,0.0,8.846
TCGA-J8-A3O2-01,TCGA,Thyroid Carcinoma,3.815,10.04,12.62,13.67,13.7,7.114,7.143,6.99,5.624,3.755
GTEX-131XE-2026-SM-5LZW1,GTEX,Adipose,3.983,3.443,11.53,14.01,10.78,3.983,4.375,12.22,0.0,2.234
TCGA-AT-A5NU-01,TCGA,Kidney Papillary Cell Carcinoma,4.398,7.121,11.41,8.557,13.9,4.253,7.158,3.411,0.4871,2.206
TCGA-E9-A3HO-01,TCGA,Breast Invasive Carcinoma,7.2,6.92,8.799,11.76,13.71,5.907,6.378,3.004,3.125,4.791
GTEX-XAJ8-1026-SM-47JY9,GTEX,Muscle,2.125,4.514,11.82,13.78,11.41,2.125,3.233,2.949,0.0,2.595
GTEX-QCQG-1726-SM-3GIJ9,GTEX,Skin,2.056,0.0,13.72,10.04,12.64,4.716,1.367,0.0,0.0,7.41
TCGA-A6-A567-01,TCGA,Colon Adenocarcinoma,2.875,5.859,10.63,11.61,13.35,4.433,3.157,6.043,5.553,9.15
TCGA-58-A46N-01,TCGA,Lung Squamous Cell Carcinoma,4.79,3.799,13.06,13.28,12.24,5.159,4.831,12.23,2.9,10.93
TCGA-BH-A18V-06,TCGA,Breast Invasive Carcinoma,8.514,10.25,14.5,13.54,13.45,8.469,9.8,5.465,6.845,5.655
GTEX-12WSL-2726-SM-5CVNL,GTEX,Muscle,0.0,2.305,12.32,14.57,11.12,2.789,1.571,4.735,0.0,2.305
GTEX-XMD2-0006-SM-4WWEG,GTEX,Whole Blood,7.763,9.903,4.439,14.48,10.35,7.02,9.565,1.722,2.982,5.87
GTEX-13SLW-0226-SM-5S2NA,GTEX,Adipose,2.588,2.861,11.88,12.27,10.1,4.003,4.479,8.509,0.0,4.479
GTEX-ZTSS-1126-SM-5985O,GTEX,Colon,4.919,9.145,12.09,12.19,13.01,6.428,5.4,8.894,3.838,6.515
GTEX-YBZK-0005-SM-59HKG,GTEX,Whole Blood,8.818,12.65,5.093,9.144,9.13,7.827,8.491,4.053,2.776,2.776
GTEX-11P81-2426-SM-5GU65,GTEX,Adipose,3.136,5.543,12.53,12.29,10.68,4.051,3.951,6.419,1.079,1.079
GTEX-14C5O-1726-SM-5RQI9,GTEX,Esophagus,1.686,4.046,12.11,11.93,11.35,3.946,4.14,6.414,0.0,3.838
TCGA-CG-4466-01,TCGA,Stomach Adenocarcinoma,6.365,3.737,13.28,13.81,18.84,6.428,5.688,7.44,5.248,11.03
TCGA-A3-3383-01,TCGA,Kidney Clear Cell Carcinoma,4.089,5.085,12.39,15.77,12.75,6.209,7.268,2.447,3.546,2.854
GTEX-OIZI-1026-SM-3NB1K,GTEX,Lung,3.677,7.755,12.75,12.45,12.36,6.183,5.477,4.782,2.469,10.3
GTEX-13FHP-0226-SM-5K7WD,GTEX,Adipose,3.135,6.626,11.98,11.48,10.05,4.385,5.35,7.492,2.157,3.135
TCGA-NJ-A4YI-01,TCGA,Lung Adenocarcinoma,6.023,1.632,12.79,12.38,13.57,5.999,6.528,6.713,2.378,7.797
TCGA-D8-A1XJ-01,TCGA,Breast Invasive Carcinoma,2.502,1.353,11.58,12.74,18.62,4.693,4.693,3.368,4.693,6.399
GTEX-Y9LG-0426-SM-4VBRT,GTEX,Thyroid,0.0,5.033,12.12,14.58,13.12,5.395,6.41,5.33,2.243,2.243
TCGA-VT-A80J-01,TCGA,Sarcoma,5.535,3.831,11.88,11.34,10.29,7.232,8.333,8.077,4.268,2.436
GTEX-11DZ1-0426-SM-5H11A,GTEX,Lung,4.335,9.993,11.72,12.8,11.76,5.933,5.705,7.572,3.116,7.21
TCGA-Q1-A73Q-01,TCGA,Cervical & Endocervical Cancer,7.524,6.687,12.28,13.67,11.91,6.203,4.503,6.637,2.168,9.088
GTEX-S32W-0004-SM-2XCE9,GTEX,Cells,11.19,15.68,5.635,9.368,8.18,0.0,3.34,6.268,9.797,1.599
TCGA-SC-A6LM-01,TCGA,Mesothelioma,7.396,2.959,11.32,10.59,11.94,7.59,8.948,5.761,5.627,2.285
TCGA-EE-A2GB-06,TCGA,Skin Cutaneous Melanoma,4.151,5.747,7.415,10.46,11.11,5.169,5.554,4.767,3.644,1.954
TCGA-24-1845-01,TCGA,Ovarian Serous Cystadenocarcinoma,9.255,1.369,10.91,14.1,13.69,4.263,4.483,4.234,0.0,0.8408
TCGA-AA-3516-11,TCGA,Colon Adenocarcinoma,5.611,7.276,12.78,11.29,14.27,4.214,5.109,5.206,5.946,7.636
GTEX-ZLWG-0008-SM-4E3J4,GTEX,Cells,0.0,0.0,12.63,12.63,11.48,1.061,0.0,8.632,0.0,8.962
TARGET-10-PANIEU-03,TARGET,Acute Lymphoblastic Leukemia,13.52,13.95,0.0,8.765,8.584,5.082,4.833,5.506,1.881,0.0
GTEX-12ZZZ-0011-R10a-SM-5P9HC,GTEX,Brain,2.595,3.597,10.15,11.1,8.757,1.006,1.593,4.597,1.006,4.767
TCGA-HU-A4GP-11,TCGA,Stomach Adenocarcinoma,4.645,3.739,12.78,11.0,11.02,4.127,4.432,9.37,2.148,1.247
TCGA-A2-A04P-01,TCGA,Breast Invasive Carcinoma,8.16,10.37,11.5,12.51,12.31,7.353,6.527,9.576,6.581,3.979
TCGA-BA-6870-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.372,9.068,13.78,11.67,11.83,7.457,6.165,9.384,6.177,7.482
TCGA-73-4666-01,TCGA,Lung Adenocarcinoma,5.439,6.206,12.5,12.96,13.35,8.247,8.505,6.487,1.217,4.709
TCGA-MV-A51V-01,TCGA,Bladder Urothelial Carcinoma,5.919,3.646,10.54,12.91,15.94,1.956,3.753,8.156,6.112,4.587
TCGA-A4-A5Y0-01,TCGA,Kidney Papillary Cell Carcinoma,1.783,0.0,10.92,10.28,13.42,2.089,3.192,1.783,0.0,0.0
TCGA-5P-A9K4-01,TCGA,Kidney Papillary Cell Carcinoma,6.265,1.377,11.8,12.82,14.05,2.534,2.72,1.377,3.168,0.0
TCGA-VD-A8KE-01,TCGA,Uveal Melanoma,1.876,0.0,7.217,7.347,11.62,0.0,0.9186,1.475,0.0,0.0
GTEX-N7MT-1426-SM-3LK5M,GTEX,Artery,3.997,5.29,11.96,16.43,12.94,2.346,3.869,7.612,1.24,5.433
TCGA-56-A4BX-01,TCGA,Lung Squamous Cell Carcinoma,1.25,0.7566,14.46,13.45,13.98,1.617,0.7566,3.589,3.102,9.567
GTEX-Q2AI-0006-SM-2I3FG,GTEX,Whole Blood,6.42,10.7,0.0,8.819,6.343,5.934,5.437,0.0,1.69,10.13
TCGA-34-7107-01,TCGA,Lung Squamous Cell Carcinoma,4.241,4.332,13.45,11.84,11.59,6.013,6.013,8.099,3.866,12.68
TARGET-20-PASMHY-03,TARGET,Acute Myeloid Leukemia,10.37,10.34,0.0,9.436,5.187,6.183,4.899,5.533,0.0,0.0
GTEX-ZUA1-0011-R8b-SM-51MST,GTEX,Brain,3.431,4.363,9.297,11.32,8.305,4.114,3.431,3.813,0.0,6.785
GTEX-YB5E-0008-SM-4VDT7,GTEX,Cells,2.25,2.25,12.88,11.44,11.79,0.9553,0.0,7.441,0.0,5.197
GTEX-139TU-0226-SM-5J1NM,GTEX,Adipose,3.052,6.084,12.68,12.0,10.21,6.278,5.273,6.545,2.823,2.551
TCGA-BR-A4J9-01,TCGA,Stomach Adenocarcinoma,5.332,10.69,13.03,10.8,11.62,6.356,6.836,5.637,6.342,4.166
TCGA-FD-A3N6-01,TCGA,Bladder Urothelial Carcinoma,5.785,1.53,13.88,14.58,11.89,6.703,6.604,4.525,2.052,11.93
TCGA-CV-6955-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.396,4.02,13.04,9.421,13.82,6.065,6.204,5.828,4.02,9.039
TARGET-10-PAPBZK-09,TARGET,Acute Lymphoblastic Leukemia,10.54,11.73,0.0,6.245,9.024,10.34,7.645,6.911,0.0,0.0
TCGA-P3-A5Q6-01,TCGA,Head & Neck Squamous Cell Carcinoma,6.288,1.355,16.44,11.76,11.37,6.302,4.781,6.562,3.574,11.17
TCGA-FG-A60K-01,TCGA,Brain Lower Grade Glioma,1.251,2.982,13.28,10.27,9.977,2.85,0.7571,2.154,0.0,2.705
GTEX-13NYB-0726-SM-5MR4J,GTEX,Thyroid,5.083,7.718,11.3,14.49,12.6,6.653,6.639,6.197,1.933,1.933
GTEX-ZYVF-2526-SM-5E45C,GTEX,Esophagus,2.388,2.062,11.95,11.51,11.55,0.0,2.062,7.348,2.388,3.66
TCGA-D7-A4Z0-01,TCGA,Stomach Adenocarcinoma,6.104,11.52,12.43,12.33,12.95,7.443,7.388,7.543,7.949,7.523
TCGA-24-2293-01,TCGA,Ovarian Serous Cystadenocarcinoma,9.721,7.723,11.87,12.33,13.08,5.191,5.658,7.161,4.207,6.075
GTEX-13FHP-0011-R7b-SM-5LZYI,GTEX,Brain,2.021,2.021,11.24,11.19,10.37,0.0,5.349,2.021,0.0,2.021
TCGA-44-6146-11,TCGA,Lung Adenocarcinoma,5.734,5.823,12.62,13.49,12.6,7.591,6.157,11.01,3.487,10.39
TCGA-QK-A64Z-01,TCGA,Head & Neck Squamous Cell Carcinoma,6.14,1.257,13.82,10.95,12.17,5.943,5.463,6.339,5.369,9.759
TCGA-2J-AABI-01,TCGA,Pancreatic Adenocarcinoma,4.863,10.45,14.64,13.74,13.31,7.336,7.411,5.58,7.33,6.272
TCGA-AC-A2FK-01,TCGA,Breast Invasive Carcinoma,5.996,6.689,12.46,11.58,14.18,4.202,4.202,6.246,10.66,3.438
TARGET-20-PAEFGT-04,TARGET,Acute Myeloid Leukemia,8.337,6.863,0.0,10.62,6.095,3.724,4.077,1.783,0.6876,0.0
GTEX-WI4N-1126-SM-3LK7Q,GTEX,Adipose,3.646,2.757,12.98,15.17,10.4,1.956,4.467,13.83,0.9706,0.9706
GTEX-N7MT-1126-SM-2YUNQ,GTEX,Brain,0.0,0.0,9.209,9.42,9.941,3.335,0.0,5.224,0.0,5.796
TCGA-29-A5NZ-01,TCGA,Ovarian Serous Cystadenocarcinoma,8.141,2.161,11.52,13.56,13.41,5.633,4.788,4.503,4.056,5.935
TCGA-CG-4462-01,TCGA,Stomach Adenocarcinoma,5.487,3.895,12.15,12.59,12.97,6.917,5.996,12.08,7.678,5.51
GTEX-147F4-1226-SM-5NQAY,GTEX,Heart,7.275,3.464,10.8,14.59,11.85,4.959,4.795,8.935,2.119,0.0
TCGA-HC-8265-01,TCGA,Prostate Adenocarcinoma,5.157,7.31,13.95,12.49,12.53,8.3,5.002,3.613,0.0,0.9212
GTEX-ZE7O-1526-SM-5J1NH,GTEX,Adipose,6.001,8.413,10.6,12.52,9.922,6.304,5.875,8.703,0.0,3.546
TCGA-DV-A4W0-05,TCGA,Kidney Clear Cell Carcinoma,5.418,3.643,12.98,17.25,13.78,2.936,2.688,4.259,2.211,0.6826
TCGA-DD-AAVZ-01,TCGA,Liver Hepatocellular Carcinoma,2.879,6.349,13.3,12.31,11.84,3.535,4.603,2.264,6.864,10.42
TCGA-E9-A1RF-11,TCGA,Breast Invasive Carcinoma,5.801,5.419,13.8,12.27,10.02,4.862,1.66,8.854,1.66,0.7826
GTEX-13OVL-2726-SM-5J2MP,GTEX,Esophagus,4.049,2.198,12.18,12.18,11.81,1.135,3.032,7.819,0.0,4.494
K-562-SM-5P9EQ,K,Cells,4.718,0.0,0.7523,13.79,8.846,3.307,7.532,5.258,0.0,12.68
GTEX-OIZH-0326-SM-2HMKC,GTEX,Heart,0.0,0.0,10.61,13.45,12.86,2.812,7.244,4.96,0.0,0.0
GTEX-XYKS-2726-SM-4E3IC,GTEX,Adipose,0.0,3.216,12.28,12.41,11.22,4.693,4.371,4.693,0.0,4.048
GTEX-P4QT-0008-SM-48TDZ,GTEX,Cells,2.218,1.149,12.97,12.97,11.38,1.149,1.149,9.829,0.0,7.623
TCGA-DJ-A13R-01,TCGA,Thyroid Carcinoma,4.141,7.167,9.514,12.16,12.27,7.225,10.33,2.191,2.525,0.0
TCGA-DD-A116-11,TCGA,Liver Hepatocellular Carcinoma,4.947,6.54,12.99,12.35,12.01,4.203,5.63,3.081,5.351,10.55
TCGA-E9-A1R4-01,TCGA,Breast Invasive Carcinoma,7.274,7.37,8.44,11.41,13.11,7.416,7.017,3.543,3.368,2.661
TCGA-3U-A98F-01,TCGA,Mesothelioma,2.318,3.365,13.15,10.4,12.71,4.388,4.98,2.318,4.677,5.894
TCGA-C5-A1MF-01,TCGA,Cervical & Endocervical Cancer,7.504,5.8,10.81,10.63,13.73,7.024,6.949,7.629,4.648,9.356
TCGA-77-8145-01,TCGA,Lung Squamous Cell Carcinoma,5.774,5.872,13.14,14.19,12.36,5.993,5.84,7.702,5.433,10.08
GTEX-13N2G-2226-SM-5IJCU,GTEX,Colon,1.31,3.07,11.5,11.05,11.8,3.982,3.07,4.625,0.0,1.31
TCGA-LL-A740-01,TCGA,Breast Invasive Carcinoma,5.767,4.125,12.92,13.24,14.6,6.242,5.083,3.809,8.422,8.913
TCGA-F5-6863-01,TCGA,Rectum Adenocarcinoma,4.147,1.797,11.73,12.62,12.16,3.447,3.447,3.075,6.978,8.504
TCGA-06-2565-01,TCGA,Glioblastoma Multiforme,6.151,1.281,17.98,14.01,11.35,3.717,3.026,4.461,1.281,1.281
TCGA-33-AASD-01,TCGA,Lung Squamous Cell Carcinoma,3.423,1.39,13.86,12.68,10.77,6.401,5.458,7.627,7.611,11.89
TCGA-ET-A3BS-01,TCGA,Thyroid Carcinoma,3.2,7.731,13.17,12.98,13.68,7.029,8.042,3.344,5.423,0.0
GTEX-13112-0011-R7b-SM-5DUVW,GTEX,Brain,0.0,2.744,10.89,11.61,9.998,0.0,4.811,3.255,0.0,3.255
TCGA-DM-A1D4-01,TCGA,Colon Adenocarcinoma,4.885,2.444,10.77,13.34,12.4,5.087,4.076,4.686,5.525,9.03
TCGA-JY-A938-01,TCGA,Esophageal Carcinoma,6.354,8.174,13.03,12.21,15.36,7.854,7.689,6.443,7.781,9.674
TCGA-29-1768-01,TCGA,Ovarian Serous Cystadenocarcinoma,5.662,5.063,9.598,11.33,12.04,4.925,5.51,5.106,4.105,6.428
GTEX-13N11-0526-SM-5IJFI,GTEX,Ovary,2.103,4.034,11.79,11.31,11.77,4.128,3.71,2.924,0.0,2.103
GTEX-ZEX8-0426-SM-4WWEN,GTEX,Heart,2.515,4.62,9.96,13.36,12.3,4.793,7.073,6.196,0.0,1.363
GTEX-Q2AG-0011-R3A-SM-2HMJ9,GTEX,Brain,0.0,1.29,9.683,10.41,8.506,3.651,2.761,0.0,0.0,3.04
GTEX-11DXW-1026-SM-5H11K,GTEX,Brain,0.0,2.007,9.325,11.03,8.836,3.096,0.0,3.532,0.0,10.48
GTEX-13N2G-0011-R4b-SM-5MR54,GTEX,Brain,5.615,3.7,9.838,12.08,10.75,2.807,4.644,3.945,0.0,3.7
TCGA-IQ-A61O-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.589,5.448,10.94,13.26,12.55,6.237,5.67,9.573,8.08,6.321
TCGA-92-8063-01,TCGA,Lung Squamous Cell Carcinoma,5.936,4.42,13.64,12.21,11.29,5.238,5.911,6.823,3.727,4.982
GTEX-145LV-0226-SM-5S2QG,GTEX,Heart,3.222,1.625,9.906,13.77,12.96,2.369,7.558,6.433,0.0,3.222
TCGA-EL-A3T1-01,TCGA,Thyroid Carcinoma,4.267,7.882,13.13,12.46,13.95,6.856,6.664,7.157,5.898,5.467
GTEX-13O1R-2326-SM-5IJF9,GTEX,Adrenal Gland,6.823,5.217,9.809,13.08,8.56,2.207,3.568,10.76,0.0,1.771
TCGA-ED-A627-01,TCGA,Liver Hepatocellular Carcinoma,4.911,7.16,11.98,12.51,12.77,7.034,8.172,8.817,7.863,9.446
GTEX-XXEK-1026-SM-4BRUW,GTEX,Small Intestine,6.579,9.25,10.77,14.41,12.74,4.75,5.687,6.477,5.408,5.723
TCGA-N6-A4VC-01,TCGA,Uterine Carcinosarcoma,7.549,0.0,9.57,12.54,15.12,4.186,6.754,4.879,5.566,3.927
TCGA-39-5028-01,TCGA,Lung Squamous Cell Carcinoma,5.924,6.71,13.19,10.76,12.16,6.935,6.78,8.194,6.616,6.597
GTEX-X88G-0006-SM-47JX5,GTEX,Whole Blood,8.67,9.589,5.56,9.332,8.143,7.445,7.425,2.987,4.102,6.509
GTEX-ZT9X-0008-SM-4YCD7,GTEX,Cells,3.296,5.06,12.93,12.36,11.53,2.299,0.9859,8.301,0.9859,8.452
TCGA-C8-A3M8-01,TCGA,Breast Invasive Carcinoma,3.454,4.28,8.833,12.06,15.15,2.995,3.165,6.082,3.75,3.901
TCGA-BJ-A0ZF-01,TCGA,Thyroid Carcinoma,6.822,3.045,12.68,13.83,13.7,1.293,4.508,4.311,0.5689,0.5689
TCGA-BH-A0BM-01,TCGA,Breast Invasive Carcinoma,4.644,7.287,11.1,11.97,13.28,3.8,4.139,6.329,4.534,4.213
TCGA-AB-2914-03,TCGA,Acute Myeloid Leukemia,9.133,10.33,1.546,7.606,6.655,4.336,4.698,2.757,0.0,0.0
TCGA-ER-A19S-06,TCGA,Skin Cutaneous Melanoma,7.167,9.153,6.637,12.64,9.909,9.036,10.93,5.966,6.825,0.0
TCGA-RY-A83X-01,TCGA,Brain Lower Grade Glioma,3.538,1.124,12.69,11.0,9.922,1.748,2.515,1.469,0.6687,2.657
TCGA-DM-A0X9-01,TCGA,Colon Adenocarcinoma,3.489,3.418,10.34,12.24,12.68,5.389,6.621,3.907,5.53,11.22
TCGA-KK-A8I5-01,TCGA,Prostate Adenocarcinoma,2.434,2.652,11.03,13.35,12.6,5.07,4.075,8.525,1.466,0.9116
TCGA-AN-A0XW-01,TCGA,Breast Invasive Carcinoma,6.165,6.374,9.869,11.73,12.88,7.83,7.614,4.339,6.468,4.248
TCGA-55-A4DG-01,TCGA,Lung Adenocarcinoma,4.837,11.31,12.89,12.88,13.93,7.607,6.475,7.38,4.256,8.491
GTEX-1445S-0011-R7b-SM-5PNUG,GTEX,Brain,3.328,0.0,11.19,10.32,10.5,1.49,3.772,7.669,1.49,2.684
TARGET-50-PAJNTJ-02,TARGET,Wilms Tumor,4.41,0.9418,11.74,13.56,12.46,0.5464,5.224,7.942,4.313,6.043
TCGA-RW-A684-01,TCGA,Pheochromocytoma & Paraganglioma,4.698,2.544,7.643,11.91,8.501,3.876,2.895,4.606,0.0,2.544
GTEX-ZUA1-0011-R7b-SM-4YCDP,GTEX,Brain,4.184,5.096,11.1,10.98,9.857,2.75,3.99,3.499,1.101,2.75
TCGA-BJ-A45C-01,TCGA,Thyroid Carcinoma,0.0,0.0,11.29,14.19,13.55,0.0,4.055,2.203,0.0,0.0
TCGA-ET-A2N4-01,TCGA,Thyroid Carcinoma,3.8,8.915,11.31,13.71,13.31,1.426,6.316,3.119,1.426,1.7
TCGA-BJ-A28X-11,TCGA,Thyroid Carcinoma,6.267,12.94,11.87,13.9,12.5,8.693,9.336,5.41,7.686,2.676
TCGA-DX-AB2Q-01,TCGA,Sarcoma,2.808,1.875,14.71,12.43,11.62,2.503,3.842,8.425,2.663,3.17
GTEX-1399U-1526-SM-5J2N7,GTEX,Vagina,2.753,5.312,13.12,12.28,12.8,5.937,5.364,4.666,3.465,7.285
TCGA-CV-7091-11,TCGA,Head & Neck Squamous Cell Carcinoma,4.939,2.745,11.49,11.44,10.94,2.972,4.939,11.81,1.098,3.494
TCGA-EE-A3AB-06,TCGA,Skin Cutaneous Melanoma,6.025,5.683,6.445,13.4,11.81,9.12,6.399,6.616,4.736,0.0
TCGA-24-1426-01,TCGA,Ovarian Serous Cystadenocarcinoma,7.672,1.436,10.57,13.42,12.57,2.396,5.882,4.778,1.831,3.117
GTEX-13FH7-2126-SM-5L3DJ,GTEX,Muscle,0.0,0.0,10.28,14.23,11.65,1.535,0.0,3.391,0.0,0.0
K-562-SM-32PMP,K,Cells,4.226,0.0,3.58,13.76,8.661,2.129,7.469,4.853,0.0,12.71
TCGA-DD-A11B-11,TCGA,Liver Hepatocellular Carcinoma,3.986,7.011,12.42,11.87,12.52,4.42,5.024,6.401,5.916,10.63
TCGA-78-7146-01,TCGA,Lung Adenocarcinoma,6.46,2.533,13.45,14.12,12.88,6.202,8.003,7.92,1.763,2.319
TCGA-06-2561-01,TCGA,Glioblastoma Multiforme,5.076,2.213,13.18,12.42,11.47,4.867,4.512,3.779,1.495,1.495
GTEX-11DXX-0008-SM-5Q5B8,GTEX,Cells,2.756,3.179,13.21,12.18,11.49,1.105,0.0,7.977,0.0,7.411
GTEX-PX3G-1626-SM-2S1PT,GTEX,Muscle,2.807,2.0,10.09,12.72,11.01,0.0,2.807,4.0,0.0,0.0
TCGA-EJ-7125-11,TCGA,Prostate Adenocarcinoma,3.672,6.086,11.23,11.21,11.95,4.124,4.124,5.687,2.781,2.177
TCGA-IN-8663-01,TCGA,Stomach Adenocarcinoma,1.204,0.7238,14.32,13.37,12.82,4.65,4.112,4.112,3.243,8.272
TCGA-ZG-A9M4-01,TCGA,Prostate Adenocarcinoma,4.682,8.349,12.5,9.943,12.61,7.071,7.758,6.082,3.48,0.7871
TCGA-ZJ-A8QQ-01,TCGA,Cervical & Endocervical Cancer,5.287,3.241,13.47,12.02,12.54,5.693,4.721,7.386,4.163,10.01
TCGA-37-4133-01,TCGA,Lung Squamous Cell Carcinoma,3.915,7.391,10.71,12.18,11.64,6.228,6.783,12.4,4.218,8.577
GTEX-UJMC-1326-SM-4IHLS,GTEX,Colon,1.293,6.617,11.6,12.01,13.42,4.083,5.476,4.311,3.479,8.482
TCGA-77-8146-01,TCGA,Lung Squamous Cell Carcinoma,6.058,6.528,12.78,13.18,12.8,5.251,6.148,7.994,4.884,8.065
TCGA-RL-AAAS-01,TCGA,Pancreatic Adenocarcinoma,5.319,10.65,10.95,11.41,12.71,5.931,6.712,6.194,7.624,8.199
TCGA-2G-AAHN-01,TCGA,Testicular Germ Cell Tumor,8.275,8.966,7.735,9.765,10.4,8.42,8.931,6.529,3.722,6.637
TCGA-L9-A5IP-01,TCGA,Lung Adenocarcinoma,7.649,3.743,13.13,14.07,12.29,6.882,6.205,10.04,6.079,10.44
TCGA-CJ-5672-01,TCGA,Kidney Clear Cell Carcinoma,4.687,5.714,13.78,14.98,11.94,6.714,9.372,2.987,5.412,0.0
TARGET-21-PATISD-09,TARGET,"Acute Myeloid Leukemia, Induction Failure Subproject",8.038,9.048,4.189,6.77,5.488,0.0,6.57,5.72,0.0,0.0
TCGA-WB-A819-01,TCGA,Pheochromocytoma & Paraganglioma,4.745,6.351,6.095,12.14,8.748,5.103,6.416,1.531,1.176,0.0
TCGA-DD-AACW-01,TCGA,Liver Hepatocellular Carcinoma,3.764,4.999,12.56,11.49,12.03,3.28,5.627,0.0,5.478,11.77
TCGA-CQ-5327-01,TCGA,Head & Neck Squamous Cell Carcinoma,5.968,6.275,13.14,11.28,12.54,7.165,7.924,4.052,3.916,8.865
GTEX-XAJ8-1126-SM-47JYA,GTEX,Nerve,2.277,4.93,11.91,12.44,12.98,4.511,4.59,6.602,0.0,6.053
TCGA-E2-A1LL-01,TCGA,Breast Invasive Carcinoma,5.376,4.662,13.49,11.35,12.05,5.102,3.767,7.555,3.187,12.24
GTEX-13O1R-0126-SM-5L3EH,GTEX,Skin,4.565,1.222,14.0,12.76,12.54,2.663,5.044,8.212,0.0,7.055
TCGA-FD-A3SR-01,TCGA,Bladder Urothelial Carcinoma,7.451,6.627,15.05,10.24,16.13,6.015,6.148,5.168,3.661,9.759
GTEX-13NZ9-0826-SM-5J1NI,GTEX,Artery,2.378,2.052,12.29,13.13,11.34,3.232,4.065,6.023,0.0,2.052
TCGA-KK-A8II-01,TCGA,Prostate Adenocarcinoma,2.866,2.434,11.49,14.54,13.06,4.118,3.548,4.375,0.0,5.179
GTEX-13FLV-1226-SM-5IJBZ,GTEX,Esophagus,2.054,4.315,12.66,12.72,11.49,2.868,4.712,9.732,0.0,4.527
TCGA-B0-4700-11,TCGA,Kidney Clear Cell Carcinoma,3.138,6.031,11.53,13.69,13.28,3.427,4.551,4.824,2.969,3.967
GTEX-WHPG-0326-SM-4M1XV,GTEX,Pancreas,4.753,4.052,11.53,12.69,11.45,1.847,3.806,6.913,0.0,8.965
TCGA-24-1435-01,TCGA,Ovarian Serous Cystadenocarcinoma,10.1,2.931,10.87,12.4,12.75,4.816,5.006,6.168,2.495,3.764
GTEX-14DAQ-2526-SM-5RQIO,GTEX,Adipose,2.407,7.387,12.11,13.7,11.64,5.204,6.371,7.944,1.284,1.952
GTEX-ZT9W-1426-SM-4YCD2,GTEX,Esophagus,2.257,4.966,13.18,11.08,11.49,2.738,3.732,5.475,0.0,3.386
TCGA-BH-A18K-01,TCGA,Breast Invasive Carcinoma,6.748,5.25,9.52,11.7,13.25,3.38,2.783,5.228,9.439,5.622
TCGA-BH-A28O-01,TCGA,Breast Invasive Carcinoma,3.704,6.665,12.0,11.43,13.65,5.817,6.559,6.004,4.901,5.166
